client_id,name,gender,Sum of age,Age group,banking_relationship,Income Band,estimated_income,loyalty_classification,occupation,nationality,joined_bank,Year of joining with bank,fee_structure,Client Net Worth,amount_of_creditcards,creditcard_balance,bank_loans,bank_deposits,banking_contact,business_lending,risk_weighting,Risk Category,saving_accounts,checking_accounts,foreigncurrency_account,superannuation_savings,properties_owned
IND48176,Wanda Morris,Female,48,Adult (30-59),Commercial Banking,Low,91216.94,Gold,Desktop Support Technician,Asian,11-01-2021,2021,Mid,-67793.4,3,1305.3,245345.67,118109.81,Shawn Wallace,171396.23,1,Very Low Risk,51538.82,150321.57,11196.33,9208.94,1
IND48208,Jerry Mitchell,Male,54,Adult (30-59),Commercial Banking,High,520328.35,Jade,Occupational Therapist,American,06-08-2020,2020,High,2171420.05,1,5295.64,352774.03,1893592.32,Stephen Payne,1091854.04,5,Very High Risk,573815.85,717269.82,93384.13,62081.55,2
IND48221,Nicholas Fox,Male,79,Senior (60 +),Private Banking,High,422382.63,Silver,Financial Analyst,European,16-05-2019,2019,High,146236.82,2,1356.79,1596542.92,1340974.79,Joe Price,1931783.75,4,High Risk,376317.65,591295.97,51077.32,26844.09,2
IND48222,Walter Griffin,Female,18,Young (18-29),Private Banking,Low,18687.5,Jade,VP Marketing,Australian,22-12-2016,2016,High,-51412.28,2,1934.47,99325.79,24813.98,Frank Brown,234551.51,1,Very Low Risk,13120.39,18265.85,6652.25,11913.61,0
IND48252,Edward Fowler,Female,81,Senior (60 +),Private Banking,Low,80729.65,Gold,Assistant Media Planner,Asian,25-11-2012,2012,High,131147.06,1,394.18,106586.37,128237.95,Keith Griffin,436776.93,1,Very Low Risk,97061.42,90397.25,4632.02,12828.24,2
IND48318,Helen Bradley,Male,40,Adult (30-59),Private Banking,High,311977.56,Jade,Accounting Assistant IV,European,12-08-2016,2016,High,1237707.8,1,2022.24,451985.22,1397639.79,Chris Armstrong,1789597.76,2,Low Risk,288362.1,962525.52,47955.67,5713.37,0
IND48333,Walter Parker,Male,41,Adult (30-59),Private Banking,Medium,121744.14,Jade,Account Representative II,European,09-09-2006,2006,High,313644.84,1,69.08,673353,531829.43,Douglas Tucker,782398.27,2,Low Risk,436849.19,209735.55,6280.59,18388.3,2
IND48400,Antonio Arnold,Male,23,Young (18-29),Commercial Banking,Medium,201990.14,Silver,Safety Technician II,Asian,26-10-2003,2003,High,-635215.18,1,4434.92,1174154.65,428170.13,Joshua Little,217613.89,2,Low Risk,84981.85,178640.52,42678.52,30222.41,2
IND48405,Joe Lawrence,Female,23,Young (18-29),Private Banking,Medium,122608.89,Gold,Civil Engineer,European,19-12-2004,2004,High,4659.27,1,226.91,248995.76,167320.36,Dennis Morris,166961.63,2,Low Risk,54616.36,182304.28,24666.31,31945.22,2
IND48432,Peter Martin,Female,37,Adult (30-59),Commercial Banking,Medium,224736.01,Silver,General Manager,American,08-02-2014,2014,Low,91537.52,3,1799.65,110172.97,135602.61,Donald Reynolds,134010.83,2,Low Risk,32193.93,194052.01,16581.36,35713.6,3
IND48435,Kimberly Ortiz,Female,35,Adult (30-59),Private Banking,Medium,128778.92,Silver,Internal Auditor,African,24-10-2004,2004,High,177717.84,2,867.71,136873.21,231379.48,Chris Armstrong,443427.23,2,Low Risk,46854.34,327787.59,7765.15,37224.94,2
IND48448,John Murray,Male,35,Adult (30-59),Private Banking,Medium,275925.06,Platinum,Librarian,Asian,16-05-2005,2005,Mid,-690429.47,1,414.65,1180099.44,373370.77,Paul Larson,252006.77,3,Moderate Risk,57965.81,239579.58,16091.71,58748.04,1
IND48477,Clarence Carr,Male,35,Adult (30-59),Institutional Banking,Low,79692.87,Jade,Marketing Assistant,American,04-07-1999,1999,High,1850550.98,2,4136.36,1411246.75,2844789.79,Mark Montgomery,406621.87,3,Moderate Risk,386732.26,1511916.25,45795.58,34412.04,2
IND48488,Carol Warren,Female,75,Senior (60 +),Retail Banking,Medium,112683.73,Jade,Mechanical Systems Engineer,Asian,19-07-2005,2005,High,410454.48,2,5247.15,832861.83,1070053.58,Donald Reynolds,1165504.97,2,Low Risk,173348.68,716470.66,26418.79,5161.2,1
IND48525,Eugene Boyd,Male,69,Senior (60 +),Private Banking,Medium,150510.55,Silver,Speech Pathologist,European,05-10-2010,2010,Low,688065.85,1,2587.65,418952.72,950337.24,George Lewis,380254.5,2,Low Risk,146365.32,488553.65,11534.76,12903.66,1
IND48530,Keith Wright,Male,73,Senior (60 +),Retail Banking,Low,53797.08,Silver,Librarian,European,23-10-2007,2007,Low,-143572.61,3,2190.23,598368.72,373578.97,George Lewis,653279.09,2,Low Risk,72776.97,383036.67,27516.02,10630.4,1
IND48638,Chris Walker,Male,29,Young (18-29),Retail Banking,Medium,136921.89,Jade,Budget/Accounting Analyst I,American,08-12-1996,1996,Low,-123507.93,1,954.86,345598.39,111513.23,Anthony Berry,415285.4,1,Very Low Risk,87816.67,46463.85,476.61,23715.42,0
IND48640,Joe Porter,Female,79,Senior (60 +),Institutional Banking,Low,91093.44,Platinum,Biostatistician I,Asian,05-09-2021,2021,Mid,-282493.24,1,1008.16,332428.17,32106.07,Anthony Berry,352941.69,1,Very Low Risk,17078.51,26834.92,4242.83,1758.51,2
IND48642,James Parker,Male,42,Adult (30-59),Private Banking,Medium,270928.49,Gold,Software Consultant,American,05-06-2015,2015,Mid,-12266.2,1,2521.61,485193.8,264557.54,Benjamin Kim,240601.73,2,Low Risk,181323.67,183155.22,27704.04,29568,1
IND48658,Marie Mason,Male,31,Adult (30-59),Commercial Banking,Medium,132381.82,Jade,Pharmacist,European,01-07-2015,2015,High,-192850.47,1,1467.09,367561.8,92758.87,Joshua Bennett,367462.45,2,Low Risk,50481.12,82613.37,15132.42,32938.43,3
IND48741,Donald Sullivan,Female,34,Adult (30-59),Institutional Banking,Medium,215155.92,Silver,Speech Pathologist,European,23-01-2017,2017,Low,868381.58,2,6834.41,379165.1,1052128.73,James Castillo,2633258.55,4,High Risk,143074.15,591342.42,68512.4,59178.21,3
IND48804,Scott Hunt,Female,27,Young (18-29),Institutional Banking,Medium,261370.56,Silver,Account Coordinator,Asian,16-09-2007,2007,High,322339.53,2,6539.82,93927.94,283273.74,Joshua Ryan,218325.56,2,Low Risk,101488.27,56291.58,38087.09,38045.28,2
IND48810,Ernest Butler,Female,17,Young (18-29),Retail Banking,Medium,104864.61,Silver,Design Engineer,African,02-10-2014,2014,High,1864.59,1,599.05,574790.58,392429.76,Adam Hernandez,624287.36,1,Very Low Risk,163979.58,109008.27,18180.14,20844.88,1
IND48902,Anthony Morris,Female,72,Senior (60 +),Private Banking,Low,71802.81,Gold,Speech Pathologist,African,25-07-2006,2006,High,194057.05,1,1751.09,421405.74,483072.15,Todd Roberts,532199.43,1,Very Low Risk,130429.48,222366.55,14072.31,3712.25,1
IND48905,Lawrence Lopez,Male,28,Young (18-29),Commercial Banking,Medium,291120.64,Jade,Biostatistician IV,African,19-06-1996,1996,High,306460.05,2,1917.95,234804.66,448853.2,Mark Montgomery,1080066.79,2,Low Risk,70825.54,495487.3,35766.1,23503.92,1
IND48913,Philip Jackson,Female,49,Adult (30-59),Private Banking,Medium,246513.16,Jade,Social Worker,European,27-09-2006,2006,Mid,498874.56,1,3692.92,1371805.05,1429313.73,Frank Brown,1696621.08,2,Low Risk,438288.85,479841.04,48423.76,6769.95,2
IND48919,Roy Hudson,Female,62,Senior (60 +),Commercial Banking,Medium,100901.3,Jade,Office Assistant IV,American,09-06-2012,2012,High,553237.35,2,3312.76,50876.78,505043.45,Shawn Cook,871845.41,2,Low Risk,81215.44,271089.5,5030.64,21168,2
IND48964,Douglas Hughes,Female,28,Young (18-29),Private Banking,Low,67440.8,Silver,Nurse Practicioner,European,12-01-2019,2019,High,-134272.2,1,2273.09,615934.86,413381.57,Steve Diaz,1408194.5,2,Low Risk,41854.88,252284.34,57869.51,28699.3,3
IND49045,Howard Hunter,Female,17,Young (18-29),Commercial Banking,Medium,198096.2,Platinum,Paralegal,Australian,10-06-2004,2004,Mid,928661.7,2,6595.85,114777.98,917484.85,Adam Hernandez,1698348.54,4,High Risk,121478.52,732223.49,20052.03,11072.16,0
IND49091,Howard Hill,Male,71,Senior (60 +),Commercial Banking,Medium,131274.45,Gold,Director of Sales,European,28-11-2003,2003,High,648983.58,1,4158.72,332987.38,635381.9,Ernest Rivera,1813895.54,4,High Risk,331559.38,201611.56,71732.15,19188.4,2
IND49097,Joyce Gilbert,Male,41,Adult (30-59),Commercial Banking,Medium,149870.9,Jade,Legal Assistant,African,07-07-2021,2021,Mid,-260493.82,1,1549.27,291910.74,14079.18,Joshua Bennett,340859.2,2,Low Risk,11615.33,11732.65,16342.24,7271.68,3
IND49142,Kathryn Rose,Female,81,Senior (60 +),Retail Banking,Low,39580.89,Jade,Senior Developer,American,17-04-2011,2011,High,135706.83,2,810.49,192595.58,182272.44,Jeremy Vasquez,234172.39,1,Very Low Risk,143481.78,79583.74,5585.9,3358.68,3
IND49172,Jean Cooper,Female,41,Adult (30-59),Institutional Banking,High,492748.51,Silver,Graphic Designer,African,22-01-2015,2015,Low,15771.65,1,2956.47,592003.55,398694.71,Benjamin Kim,152034.65,5,Very High Risk,166220.51,381105.24,25316.24,45816.45,0
IND49190,Paula Shaw,Male,30,Adult (30-59),Retail Banking,Low,97392,Gold,Web Designer IV,European,08-10-2020,2020,Mid,-147158.09,1,3107.19,677122.38,419517.8,Jonathan Hawkins,221967.77,2,Low Risk,104556.74,408760.94,295.26,8996.94,0
IND49213,Ryan Sanchez,Female,20,Young (18-29),Private Banking,Medium,201867.47,Jade,Staff Accountant II,Asian,21-07-1996,1996,High,-759195.45,2,1309.11,1286811.44,465096.93,Joshua Little,1169189.59,2,Low Risk,52068.17,313845.89,37946.98,11760,0
IND49223,Carlos Castillo,Male,80,Senior (60 +),Private Banking,Low,32726.27,Jade,Teacher,European,11-08-1996,1996,Low,156556.05,1,1796.2,521733.26,466271.69,Steve Diaz,660555.71,1,Very Low Risk,209822.26,172693.22,4362.25,3991.56,2
IND49233,Kenneth Perkins,Female,48,Adult (30-59),Retail Banking,Medium,294392.38,Jade,Computer Systems Analyst I,American,04-08-2005,2005,High,-79225.6,1,125.19,533201.82,243942.32,Raymond Alexander,1004235.85,3,Moderate Risk,180559.37,197677.39,28223.1,29599.72,3
IND49261,Charles Powell,Male,76,Senior (60 +),Institutional Banking,High,447613.88,Gold,VP Product Management,Australian,18-08-2007,2007,Mid,556456.28,2,11609.85,776023.73,990980.4,Jonathan Hawkins,489625.59,4,High Risk,333090.76,262913.17,54588.57,20018.7,3
IND49313,Christina Crawford,Male,84,Senior (60 +),Institutional Banking,Medium,249651.29,Jade,Operator,European,20-04-2006,2006,High,1235854.94,1,2409.37,102479.58,1090941.38,George Lewis,1717814.95,2,Low Risk,245461.81,707091.64,64103.51,4340.7,3
IND49322,Steve Grant,Male,59,Adult (30-59),Private Banking,Medium,104969.77,Jade,Tax Accountant,European,12-01-1996,1996,High,1335762.14,1,4486.6,204480.31,1087915.49,Anthony Torres,191774.98,4,High Risk,440605.77,566160.1,57773.66,16207.79,2
IND49334,Russell Alvarez,Female,59,Adult (30-59),Commercial Banking,Medium,114353.96,Gold,VP Sales,European,02-07-1999,1999,High,1100305.46,2,4164.17,47289.2,974941.36,Jeremy Vasquez,735249.72,1,Very Low Risk,168469.87,441973.42,50440.46,8347.6,3
IND49363,Phillip Morales,Male,66,Senior (60 +),Commercial Banking,High,324199.84,Silver,Administrative Officer,European,23-08-2021,2021,High,52185.83,1,365.06,557907.89,507996.38,Phillip Peters,359677.7,3,Moderate Risk,74814.01,369451.91,12758.36,27648.39,3
IND49380,Todd Weaver,Female,20,Young (18-29),Private Banking,Medium,126478.24,Jade,Actuary,American,20-09-2006,2006,Mid,-337815.51,1,783.23,507764.48,126186.06,Jerry Green,742988.35,1,Very Low Risk,24976.14,78322.38,16172.72,19570,1
IND49390,Craig Morgan,Male,52,Adult (30-59),Private Banking,Medium,199522.9,Jade,Geologist I,Asian,16-09-2021,2021,Mid,459385.63,1,5646.66,768462.63,914288.18,Jesse Evans,851385.72,2,Low Risk,309004.7,240927.29,37545.26,10202.04,2
IND49418,Jesse Hughes,Female,38,Adult (30-59),Private Banking,Low,84498.12,Gold,Media Manager III,African,08-02-2000,2000,High,486432.32,1,82.31,83669.95,369716.66,George Lewis,337037.79,2,Low Risk,188455.57,269793.24,28525.38,12012.35,2
IND49429,Kathleen Scott,Male,47,Adult (30-59),Private Banking,Medium,283418.58,Gold,Senior Developer,Asian,21-01-2011,2011,High,356367.57,3,3031.8,123176.18,259129.27,Victor Martinez,282955.29,2,Low Risk,192653.98,110561.82,33826.89,30792.3,0
IND49461,Joan Allen,Female,42,Adult (30-59),Private Banking,Medium,223656.45,Gold,Web Developer I,European,13-12-2013,2013,Mid,-406838.3,3,1089.96,486874.06,42186.43,Roy Rice,971928.25,2,Low Risk,8193.05,45516.93,13025.49,30746.24,2
IND49463,Shawn Bennett,Female,49,Adult (30-59),Private Banking,Low,26263.14,Silver,Media Manager II,European,20-01-2015,2015,Mid,117966.76,1,3576.77,210488.51,272517.77,Victor Martinez,141708.74,1,Very Low Risk,53287.71,144644.05,3155.36,6226.56,0
IND49489,Jimmy Rivera,Male,51,Adult (30-59),Commercial Banking,Low,57164.17,Jade,Account Representative IV,European,10-03-2002,2002,High,1558288.97,1,2038.51,65968.99,1157983.47,Anthony Simpson,310994.46,1,Very Low Risk,447205.75,201713.25,20836.28,21107.25,1
IND49489,Keith Weaver,Male,74,Senior (60 +),Private Banking,Medium,148224.72,Gold,Associate Professor,American,09-08-1995,1995,High,-149144.45,2,27.81,302048.92,73076.62,Nicholas Cunningham,456098.92,1,Very Low Risk,52337.66,28675.63,17272.56,27518,3
IND49496,Martin Martinez,Female,29,Young (18-29),Private Banking,Low,18691.14,Jade,Statistician I,European,07-01-2007,2007,High,445722.76,1,4093.77,110858.56,463704.68,Dennis Ruiz,170488.11,1,Very Low Risk,76047.57,206423.37,11768.22,20922.84,2
IND49516,Kenneth Riley,Female,50,Adult (30-59),Commercial Banking,Medium,100945.48,Gold,Web Developer IV,European,04-08-2020,2020,High,-228955.36,2,4280.74,1488351,958002.59,Joe Price,716923.99,2,Low Risk,271735.33,271132.81,27191.1,33938.46,2
IND49543,Doris Lynch,Male,73,Senior (60 +),Private Banking,Medium,177102.53,Platinum,Senior Quality Engineer,Asian,18-05-2012,2012,High,-5123.8,1,4341.49,553965.35,437447.48,Joshua Bennett,1130893.37,2,Low Risk,97829.16,322562.29,47831.73,17906.4,3
IND49606,Roger Myers,Female,73,Senior (60 +),Retail Banking,Low,72711.11,Jade,Budget/Accounting Analyst III,American,17-08-2000,2000,Mid,171979.95,1,1623.58,282070.49,221793.11,Anthony Berry,581719.41,1,Very Low Risk,220004.46,89432.71,14378.82,13876.45,3
IND49616,Angela Alvarez,Male,34,Adult (30-59),Private Banking,Medium,130023.36,Jade,Biostatistician IV,Australian,22-08-2016,2016,Low,368162.51,1,219.19,366887.14,447804.62,Patrick Graham,787555.56,1,Very Low Risk,271999.84,221138.08,31010.83,15464.38,0
IND49649,Scott Evans,Female,64,Senior (60 +),Institutional Banking,Low,62223.13,Platinum,Account Representative III,Asian,18-03-2001,2001,Low,235993.5,1,1817.38,19043.33,196999.43,Paul Holmes,462183.45,1,Very Low Risk,54451.53,154943.37,17116.93,5403.25,2
IND49677,Thomas Peters,Male,46,Adult (30-59),Private Banking,Low,29990.47,Gold,Web Designer II,American,18-07-2006,2006,Mid,-177483.01,3,2847.68,416331.58,154325.5,Raymond Alexander,493787.55,1,Very Low Risk,84364.61,44093,16184.48,3006.14,1
IND49684,Ralph Cunningham,Female,70,Senior (60 +),Commercial Banking,Low,69503.13,Jade,Web Designer I,Asian,29-01-2008,2008,High,205249.25,3,444.55,246308.75,247751.56,Dennis Ruiz,262550.14,1,Very Low Risk,175453.15,161413.9,8059.39,28797.84,3
IND49707,Gary Garcia,Female,36,Adult (30-59),Retail Banking,High,385028.64,Silver,Actuary,European,22-12-2012,2012,Mid,-109248.33,2,3364.86,926133.76,436763.03,Victor Ramos,225850.88,3,Moderate Risk,352549.66,252503.63,3252.22,30937.6,1
IND49839,Norma Knight,Male,26,Young (18-29),Institutional Banking,Low,52673.13,Jade,Automation Specialist II,European,17-01-2019,2019,High,187700.42,1,1577.99,178705.24,226244.06,Jerry Green,628802.18,2,Low Risk,138353.99,214740.12,28482.75,3385.6,3
IND49841,Michelle Anderson,Male,41,Adult (30-59),Private Banking,Medium,247280.35,Platinum,Automation Specialist III,Australian,14-01-2008,2008,High,124002.83,2,2403.72,143660.95,192955.96,Paul Holmes,400699.72,2,Low Risk,59707.13,291254.28,15073.39,17404.41,0
IND49852,Alice Hawkins,Female,75,Senior (60 +),Retail Banking,Low,29126.28,Gold,Accounting Assistant IV,American,31-08-2003,2003,High,704983.77,1,222.47,72179.35,541414.86,Joe Hanson,266840.16,1,Very Low Risk,215114.73,295824.61,11335.7,20856,2
IND49888,Louis Banks,Female,68,Senior (60 +),Retail Banking,Medium,147956.79,Jade,Administrative Assistant I,American,26-01-2003,2003,Mid,347912.85,1,2977.86,701005.58,720211.85,Paul Larson,1504310.04,2,Low Risk,279467.92,302231.76,23058.96,52216.52,3
IND49907,Frank Fox,Female,72,Senior (60 +),Private Banking,Medium,215582.05,Jade,Office Assistant IV,African,21-11-2012,2012,Low,1093971.74,1,7470.4,0,851935.54,Joshua Ryan,1412228.12,4,High Risk,218308.48,494426.88,73963.14,31198.12,3
IND49953,Harry Smith,Female,53,Adult (30-59),Private Banking,High,428363.55,Jade,Computer Systems Analyst IV,Asian,03-01-1999,1999,High,-398718.11,2,2560.73,825031.4,254964.46,Anthony Simpson,1196463.06,4,High Risk,127643.26,112721.13,55129.55,46266.3,3
IND50027,Antonio Hernandez,Male,83,Senior (60 +),Retail Banking,Low,39753.54,Gold,Research Nurse,American,07-08-2005,2005,Low,58916.45,3,290.26,161169.95,141670.9,Steve Diaz,450450.47,1,Very Low Risk,55027.96,119301.81,14756.1,23677.8,1
IND50034,Matthew Owens,Female,30,Adult (30-59),Retail Banking,Medium,117611.36,Silver,Administrative Assistant III,Asian,31-05-2019,2019,High,706665.66,1,2597.41,672728.62,897649.48,Ernest Rivera,1310004.48,3,Moderate Risk,424949.11,407181.21,38196.19,59393.1,2
IND50054,Catherine Walker,Male,28,Young (18-29),Institutional Banking,Low,44716.11,Platinum,Office Assistant II,European,10-09-2003,2003,Mid,138733.06,2,1565.44,327695.03,273886.12,Joe Hanson,521488.61,1,Very Low Risk,171113.61,226064.73,13964.68,22993.8,3
IND50127,Amanda Burke,Female,83,Senior (60 +),Retail Banking,Low,96970.5,Jade,Recruiter,European,04-09-2003,2003,Low,506962.47,2,2675.36,322551.54,522621.11,Nicholas Cunningham,992813.86,2,Low Risk,298121.26,204503.91,20784.64,11447,3
IND50159,Richard Moore,Female,51,Adult (30-59),Institutional Banking,Medium,250467.77,Jade,Civil Engineer,American,18-05-2007,2007,Mid,-171584.09,1,736.36,1604558.25,1157818.61,Nicholas Cunningham,2273472.29,2,Low Risk,263725.35,482424.42,43965.1,12166.56,2
IND50172,Laura Dean,Female,32,Adult (30-59),Private Banking,Medium,158182.07,Silver,Accountant II,European,07-05-2006,2006,High,385142.32,1,2537.22,385054.21,670840.54,Anthony Torres,901834.14,2,Low Risk,93765.21,647970.98,34929.1,8128,2
IND50174,Frank Howell,Male,69,Senior (60 +),Private Banking,Low,97272.8,Jade,Marketing Manager,European,15-09-2003,2003,Mid,362341.03,2,2911.2,710326.71,672473.83,Douglas Tucker,837999.69,3,Moderate Risk,339719.37,186131.15,45223.01,63385.74,3
IND50214,Brenda Murray,Female,67,Senior (60 +),Commercial Banking,Medium,298069.65,Jade,VP Quality Control,European,31-10-2021,2021,High,814199.97,1,1967.73,238783.15,563604.79,Victor Ramos,670696.73,3,Moderate Risk,433715.56,338162.87,10461.54,57630.5,2
IND50255,Pamela Davis,Female,21,Young (18-29),Retail Banking,Low,31801.86,Jade,Programmer Analyst IV,European,06-03-2016,2016,High,371569.88,3,1059.83,50941.29,268103.61,Shawn Cook,178377.42,1,Very Low Risk,140838.18,247158.02,17310.27,14629.21,2
IND50261,Chris Reyes,Male,79,Senior (60 +),Commercial Banking,Medium,196645.5,Jade,Sales Associate,European,01-06-2021,2021,High,-338303.09,2,3375.24,1206252.96,648147.54,Joshua Little,1549559.88,2,Low Risk,185213.07,265151.26,7167.6,37964.5,2
IND50293,Daniel Martin,Male,42,Adult (30-59),Institutional Banking,Medium,217152.92,Jade,Database Administrator III,Asian,01-08-1995,1995,High,2039216.4,1,3213.6,442208.52,2150327.79,Anthony Torres,1148607.72,2,Low Risk,293878.13,1075163.9,60584.16,40432.6,1
IND50358,Douglas Carr,Female,56,Adult (30-59),Private Banking,Medium,255803.63,Silver,Account Coordinator,Australian,25-05-2006,2006,Mid,476467.55,2,1137.05,1097680.61,1152844.47,Joe Hanson,691805.52,3,Moderate Risk,366557.49,729350.58,23633.93,55883.25,3
IND50366,Raymond Williams,Male,55,Adult (30-59),Institutional Banking,Medium,109855.48,Platinum,Systems Administrator I,African,04-10-2020,2020,Low,-119443.98,1,2247.4,458086.39,291375.61,Mark Montgomery,1028243.67,1,Very Low Risk,29866,191215.25,11316.36,19648.2,3
IND50377,James Gilbert,Female,30,Adult (30-59),Private Banking,Medium,107610.47,Platinum,Internal Auditor,American,16-10-2018,2018,High,608692.08,1,5561.34,950685.55,1247148.93,Shawn Long,473459.62,2,Low Risk,285394.08,618740.55,38977.48,32395.96,1
IND50404,Ruby Evans,Female,71,Senior (60 +),Retail Banking,Low,75223.75,Jade,Biostatistician IV,Australian,01-01-2012,2012,Low,198227.17,1,1583.01,74172.93,175234.71,Shawn Long,234495.16,1,Very Low Risk,86609.15,134426.62,16659.33,12139.25,1
IND50411,George Johnston,Male,67,Senior (60 +),Private Banking,Medium,150898.04,Silver,Geological Engineer,African,06-05-2014,2014,Low,662692.87,2,42.64,284352.57,606505.38,Frank Brown,399466.37,2,Low Risk,321804.62,321091.09,9160.93,18778.08,2
IND50412,Denise Long,Female,48,Adult (30-59),Retail Banking,Low,71822.34,Jade,Help Desk Technician,Asian,16-09-2001,2001,Mid,-280036.54,3,1422.46,325091.98,30069.15,Mark Montgomery,371283.64,1,Very Low Risk,14274.93,22156.21,12464.94,2133.82,3
IND50424,Jason Garcia,Male,30,Adult (30-59),Private Banking,Medium,204852.96,Gold,Tax Accountant,American,19-08-2014,2014,High,1008780.3,1,4597.76,607243.26,1309431.56,Raymond Alexander,1849181.18,3,Moderate Risk,285210.56,675175.65,91763.71,25979.2,3
IND50427,Howard Frazier,Male,76,Senior (60 +),Commercial Banking,Medium,269208.19,Jade,Programmer I,Asian,09-05-2004,2004,Low,71493.61,1,703.25,302274.92,268683,Donald Reynolds,1011803.86,4,High Risk,100717.74,133062.06,41230.81,5071.04,3
IND50457,Brandon Burton,Female,61,Senior (60 +),Institutional Banking,Low,46631.31,Platinum,Professor,European,04-11-2003,2003,High,137283.04,3,3706.79,151883.94,204987.25,Nicholas Simmons,715134.11,1,Very Low Risk,66558.95,56405.89,18299.42,21327.57,2
IND50507,Lisa Miller,Male,69,Senior (60 +),Institutional Banking,Low,91339.99,Silver,Systems Administrator II,European,13-10-2000,2000,High,-136439.62,1,127.25,216548.95,47898.4,Shawn Long,341117.18,1,Very Low Risk,30212.84,15790.68,16043.39,2125.34,1
IND50522,Ronald Scott,Male,69,Senior (60 +),Commercial Banking,Medium,105422.83,Gold,Analyst Programmer,Asian,11-03-2019,2019,High,246126.07,1,1198.96,144323.82,191149.27,Jonathan Hawkins,392190.58,2,Low Risk,173076.98,139017.65,28835.3,27422.6,1
IND50523,Joshua Walker,Male,70,Senior (60 +),Retail Banking,Medium,153235.97,Jade,Software Test Engineer II,American,30-12-2020,2020,Mid,379834.4,3,911.47,64502.66,251604.01,Phillip Peters,362134.64,1,Very Low Risk,177662.48,161477.2,13749.93,15982.04,1
IND50530,Eugene Myers,Male,51,Adult (30-59),Retail Banking,Medium,150224.49,Jade,Web Developer III,Australian,05-03-2017,2017,Mid,212650.09,1,10.68,48561.78,175088.88,Shawn Wallace,405905.02,1,Very Low Risk,72661.89,120894.7,78.87,13471.78,1
IND50563,Daniel White,Female,31,Adult (30-59),Private Banking,Medium,120704.77,Silver,Account Executive,Asian,22-04-2010,2010,High,488063.86,1,2126.28,579978.71,787720.57,Stephen Payne,1148663.1,2,Low Risk,269920.76,397473.68,9359,12527.52,1
IND50588,Nicholas Watson,Male,68,Senior (60 +),Retail Banking,Low,59563.84,Silver,Data Coordiator,European,08-08-2014,2014,High,1076160.6,1,3084.29,238085.63,925053.09,Gregory Simmons,1244783.62,1,Very Low Risk,383897.03,260171.18,19083.78,8380.4,3
IND50590,Michael Cunningham,Male,51,Adult (30-59),Retail Banking,Medium,124471.99,Silver,Web Designer II,Asian,29-07-2013,2013,Low,11697.43,1,1295.75,689147.83,532977.58,George Lewis,329405.08,1,Very Low Risk,145394.79,197537.15,7110.93,23768.64,1
IND50596,Clarence Willis,Female,29,Young (18-29),Commercial Banking,Low,84463.87,Silver,Executive Secretary,Asian,27-01-2016,2016,Mid,2177951.93,1,2029.77,112548.49,1680282.31,Dennis Morris,275076.72,3,Moderate Risk,575408.56,481759.26,108933.37,36839.32,1
IND50610,Howard Stephens,Male,65,Senior (60 +),Commercial Banking,Low,73154.79,Jade,Occupational Therapist,American,08-03-2008,2008,High,1607084.79,1,6759.92,860465.42,1636294.1,Benjamin Kim,730930.64,3,Moderate Risk,809650.91,597876.69,5187.44,28365.12,1
IND50658,Patrick Richardson,Female,35,Adult (30-59),Commercial Banking,High,348248.56,Jade,Computer Systems Analyst I,Asian,24-08-2021,2021,Mid,-687873.1,1,3435.36,1369215.65,450525.37,Roger Alexander,2698297.83,3,Moderate Risk,169226.54,124963.24,6690.97,65026,0
IND50658,Phillip Ryan,Female,69,Senior (60 +),Institutional Banking,Low,66144.86,Platinum,Accountant I,European,20-02-2012,2012,Low,431438.66,3,1875.46,247173.7,517617.75,Bruce Porter,738236.51,1,Very Low Risk,151039.24,222413.88,30576.69,11830.83,2
IND50683,Gregory Mason,Female,34,Adult (30-59),Commercial Banking,Medium,171731.73,Jade,Professor,European,14-03-2019,2019,Low,894715.72,1,4130.69,378784.85,901622.66,Jeremy Vasquez,1341318.89,2,Low Risk,365193.24,281306.27,19452.66,10815.36,1
IND50691,Larry Russell,Female,30,Adult (30-59),Commercial Banking,High,389746.08,Jade,VP Quality Control,American,03-10-2007,2007,Mid,1304344.46,1,2219.9,386539.66,1252407.57,Anthony Torres,1909063.3,3,Moderate Risk,405478.05,399704.54,51611.64,35218.4,3
IND50738,Andrea Mills,Female,35,Adult (30-59),Private Banking,Medium,206263.62,Jade,Business Systems Development Analyst,European,01-02-2019,2019,Mid,-427068.47,2,1184.32,698207.72,119493.39,Carl Nguyen,751678.76,2,Low Risk,119351.62,58734.04,5048.38,33478.56,2
IND50738,Terry Shaw,Female,50,Adult (30-59),Private Banking,Medium,225213.91,Jade,Accounting Assistant II,Asian,27-12-2010,2010,High,1839484.11,1,647.72,320077.56,1932621.56,Jason Duncan,898451.81,2,Low Risk,224774.97,960155.93,9889.59,2812.86,0
IND50748,Jeffrey Martin,Male,45,Adult (30-59),Private Banking,Medium,159565.95,Silver,VP Quality Control,European,29-10-2016,2016,Mid,229562.77,1,214.3,30799.52,153777.15,Mark Montgomery,150074.14,2,Low Risk,96286.08,153777.15,7605.92,10513.36,1
